RowNumber,Age,Balance,CreditScore,EstimatedSalary,NumOfProducts,IsActiveMember,Tenure,Geography,Gender,HasCrCard,Exited
4108,40,92055.36,601,164652.02,1,1,3,France,Female,0,1
4109,39,124723.92,709,73641.86,1,0,9,Germany,Female,1,0
4110,28,103033.83,702,40321.87,1,1,1,Germany,Male,1,0
4111,40,0,558,173844.89,2,0,6,France,Male,1,0
4112,40,0,691,145613.17,2,1,1,Spain,Male,1,0
4113,30,0,700,174971.64,1,1,9,France,Female,1,0
4114,33,0,667,131834.75,2,1,4,France,Male,1,0
4115,54,116726.22,624,110498.1,1,0,3,Germany,Male,1,1
4116,23,113923.81,580,196241.43,2,0,5,France,Female,0,0
4117,31,0,571,194667.92,2,1,3,Spain,Female,1,0
4118,37,0,561,83093.25,2,0,5,France,Male,1,0
4119,28,0,529,52545.24,2,1,9,France,Male,1,0
4120,36,0,670,59571.5,2,0,7,France,Male,0,0
4121,21,121827.43,666,99818.31,2,1,1,Germany,Female,1,0
4122,42,0,628,172967.87,2,1,7,Spain,Male,0,0
4123,60,125389.7,577,178616.73,2,1,10,France,Male,1,0
4124,38,103895.31,652,159649.44,1,1,1,Spain,Female,0,0
4125,26,111128.04,678,60941.27,1,0,5,France,Male,1,1
4126,49,0,692,178342.63,2,0,9,Spain,Female,1,0
4127,32,0,675,191545.65,2,0,10,Spain,Male,1,0
4128,52,0,712,117977.45,1,1,9,Spain,Male,1,1
4129,37,151242.48,639,49637.65,1,1,5,Germany,Female,0,0
4130,48,0,618,13921.82,1,0,7,France,Male,1,1
4131,39,129709.62,554,173197.12,1,0,2,France,Male,1,0
4132,47,83347.25,533,137696.25,1,1,9,France,Male,1,0
4133,28,84121.04,540,80698.54,1,1,6,Spain,Female,0,0
4134,33,0,704,73018.74,2,0,3,Spain,Male,1,0
4135,43,102338.19,678,79649.62,1,1,5,France,Male,1,0
4136,29,87375.78,712,166194.53,2,0,3,France,Female,0,0
4137,44,0,651,102530.35,3,0,2,France,Male,1,1
4138,51,104677.09,789,74265.38,1,0,3,Germany,Male,1,0
4139,32,121669.23,775,125898.39,1,1,8,Germany,Male,0,0
4140,40,108407.34,564,83681.2,1,1,7,Germany,Male,1,0
4141,33,154969.79,841,99505.75,2,1,7,Germany,Female,1,0
4142,39,141829.67,850,92748.16,1,1,0,Spain,Male,1,0
4143,63,0,637,28092.77,1,0,5,France,Female,1,1
4144,45,109162.82,500,126145.08,1,1,2,France,Male,1,0
4145,44,87471.63,655,188593.98,1,1,8,France,Male,0,0
4146,33,147229.65,666,56410.17,1,1,2,France,Female,1,0
4147,24,0,658,84694.49,2,1,2,France,Female,1,0
4148,66,182532.23,749,195429.92,2,1,6,Germany,Male,1,0
4149,32,0,654,137898.57,2,1,6,France,Male,1,0
4150,39,160903.2,623,78774.36,1,0,1,France,Female,0,0
4151,33,138053.79,761,148779.41,2,0,6,France,Female,1,0
4152,44,153548.12,627,35300.08,1,0,6,France,Male,0,1
4153,31,149085.9,757,197077.36,2,1,8,Germany,Male,1,0
4154,53,95231.91,695,70140.8,1,0,8,Germany,Female,0,1
4155,34,0,726,196288.46,2,0,3,France,Male,1,0
4156,41,85109.21,587,1557.82,1,0,8,Spain,Male,1,0
4157,43,125338.8,605,23970.13,2,0,8,Germany,Female,1,0
4158,62,0,850,180243.56,2,1,5,Spain,Male,1,0
4159,38,106831.69,850,148977.72,1,1,0,France,Female,0,0
4160,29,159597.45,751,39934.41,1,0,3,France,Male,1,0
4161,37,147361.57,627,133031.96,1,1,7,Germany,Female,1,0
4162,43,176134.54,736,52856.88,1,1,4,France,Male,1,0
4163,74,0,652,937.15,2,1,5,France,Female,1,0
4164,35,0,627,193022.44,2,1,7,France,Female,0,0
4165,34,84055.43,636,37490.84,1,0,1,France,Male,0,0
4166,60,0,775,111558.7,2,1,7,France,Male,1,0
4167,45,174088.3,850,5669.31,4,0,5,Spain,Female,1,1
4168,34,199229.14,850,68106.29,1,0,8,Spain,Male,0,0
4169,37,0,516,101834.58,1,0,8,France,Male,1,0
4170,42,0,513,73151.25,2,1,10,Spain,Female,0,0
4171,69,78833.15,673,37196.15,2,1,3,Germany,Female,1,0
4172,27,0,564,7819.76,1,0,6,France,Female,0,0
4173,35,0,636,23129.46,2,1,2,France,Female,1,0
4174,29,102540.61,712,189680.79,1,1,3,France,Male,1,0
4175,51,0,568,66586.56,3,1,4,France,Male,1,0
4176,43,0,741,2920.63,2,1,0,Spain,Male,1,1
4177,39,129401.87,754,87684.93,1,1,8,Germany,Female,1,0
4178,32,0,709,199418.02,2,1,7,France,Female,1,0
4179,32,0,510,28515.17,2,1,1,France,Female,0,0
4180,33,0,716,92916.53,2,1,2,Spain,Male,1,0
4181,36,106702.94,607,198313.69,2,0,10,Germany,Male,0,0
4182,26,139584.57,656,36308.93,1,0,4,Spain,Male,1,0
4183,52,121016.23,550,41730.37,1,1,5,Germany,Male,1,1
4184,26,0,486,31399.4,2,1,2,France,Male,1,0
4185,59,118210.42,598,60192.14,2,0,8,Germany,Male,0,1
4186,35,0,675,29062.25,2,0,8,Spain,Male,1,0
4187,29,148654.84,755,28805.09,2,1,4,France,Female,1,0
4188,32,136963.12,656,133814.28,1,0,5,Spain,Male,1,0
4189,47,137774.11,644,151902.78,2,0,9,Germany,Male,1,0
4190,32,111156.52,598,167376.26,1,1,4,France,Female,1,0
4191,31,121237.65,850,31022.56,1,1,3,Spain,Female,1,0
4192,36,97234.58,679,188997.08,1,0,1,France,Male,1,0
4193,60,0,632,2085.32,2,1,2,France,Male,0,0
4194,45,0,550,70399.71,2,1,0,Spain,Male,0,0
4195,54,97382.53,572,195771.95,1,1,9,Germany,Female,1,0
4196,47,103108.8,626,166475.44,1,1,2,Germany,Female,0,1
4197,57,0,625,84106.17,1,0,7,Spain,Female,0,1
4198,58,131852.81,515,81436.68,1,0,2,France,Female,1,1
4199,35,0,612,83256.26,1,1,1,Spain,Male,1,1
4200,39,107553.33,628,117523.41,1,0,8,Spain,Female,1,0
4201,43,0,529,79476.63,2,0,5,Spain,Female,0,0
4202,46,161806.09,668,173052.19,1,1,7,Germany,Female,1,0
4203,30,0,526,100995.68,2,0,9,France,Male,0,0
4204,52,0,791,122782.5,1,1,7,France,Female,1,0
4205,27,128243.03,573,11631.34,1,1,2,France,Male,1,0
4206,38,126645.13,565,168303.55,1,1,5,France,Female,1,0
4207,47,62094.71,604,9308.1,3,0,8,France,Female,0,1
4208,37,112291.34,656,153157.97,1,0,7,France,Male,1,0
4209,44,89188.83,447,75408.24,1,1,5,France,Female,1,0
4210,55,0,682,153356.8,1,0,9,France,Male,1,1
4211,28,109161.25,437,152987.42,1,0,2,Spain,Male,1,0
4212,47,0,792,5557.88,1,1,0,Spain,Male,1,1
4213,25,0,627,194313.93,1,1,4,Spain,Female,1,0
4214,34,0,767,94767.77,2,0,8,France,Female,1,0
4215,26,0,686,1540.89,2,0,7,France,Male,1,0
4216,53,158271.74,789,5036.39,1,1,1,France,Female,1,1
4217,56,96951.21,794,71776.76,1,1,9,France,Male,1,0
4218,35,121863.61,587,23481.69,1,1,5,Germany,Male,1,1
4219,19,83495.11,589,143022.31,1,1,9,Germany,Female,1,1
4220,25,146566.01,543,161407.48,1,1,1,Germany,Female,0,0
4221,45,0,589,125939.22,1,0,1,Spain,Female,0,1
4222,23,186101.18,701,76611.33,2,1,5,Germany,Male,1,0
4223,40,0,850,136985.08,1,0,6,France,Male,1,1
4224,51,107494.86,726,140937.91,2,0,8,Germany,Female,1,1
4225,47,0,767,48161.18,1,0,2,Spain,Male,1,1
4226,36,146943.38,648,130041.45,2,1,8,Spain,Male,1,0
4227,36,0,651,91652.43,2,0,8,Spain,Female,1,0
4228,36,125130.28,633,125961.48,1,0,6,France,Female,0,0
4229,37,0,740,73225.31,2,1,9,France,Female,1,0
4230,34,0,592,20460.2,2,1,9,France,Female,1,0
4231,41,0,670,81602.02,3,0,10,France,Female,1,0
4232,36,0,628,8742.91,2,1,3,France,Male,1,0
4233,47,0,745,145789.71,2,0,5,France,Male,0,0
4234,32,0,705,129576.99,2,0,3,France,Male,0,0
4235,42,0,559,190040.29,2,1,7,France,Female,1,0
4236,29,150685.79,595,87771.06,1,0,6,France,Male,1,0
4237,35,141359.37,492,39519.53,2,0,4,France,Male,1,0
4238,29,0,498,190035.83,1,0,9,France,Female,1,0
4239,39,94631.26,655,148948.52,2,1,6,France,Female,1,0
4240,39,118336.14,636,184691.77,1,0,3,France,Female,1,0
4241,45,0,634,143458.31,1,1,2,France,Female,1,0
4242,63,0,793,27166.75,2,1,0,Spain,Male,0,0
4243,50,124233.24,526,159456.87,1,1,5,Germany,Male,0,1
4244,26,51116.26,768,70454.79,1,1,5,France,Female,1,1
4245,64,91869.69,540,95421,1,1,1,Germany,Male,0,0
4246,34,122338.43,732,187985.85,2,0,8,France,Female,1,0
4247,30,0,617,92621.9,1,1,8,France,Female,1,0
4248,54,0,637,150836.98,1,1,5,Spain,Female,0,0
4249,26,86270.93,573,90177.3,2,1,8,France,Male,1,0
4250,44,0,531,34416.79,2,1,3,France,Male,1,0
4251,38,117289.92,489,85231.88,1,0,5,France,Female,0,0
4252,35,0,601,118983.18,2,1,2,France,Male,1,0
4253,33,153663.27,452,111868.23,1,0,7,Germany,Male,1,0
4254,29,0,728,83056.22,1,1,1,Spain,Female,1,0
4255,27,123599.49,590,1676.92,2,0,8,Germany,Female,1,0
4256,29,0,490,32089.57,2,0,4,France,Male,1,0
4257,76,134208.25,596,13455.43,1,1,9,Spain,Female,1,0
4258,29,0,635,24865.54,1,1,1,France,Male,0,0
4259,35,98556.89,782,117644.36,2,0,7,Germany,Male,1,0
4260,37,0,790,98897.32,3,0,3,Spain,Female,0,0
4261,40,0,587,106174.7,4,1,2,France,Male,0,1
4262,46,134593.79,794,46386.37,1,1,8,Spain,Female,1,0
4263,41,0,515,185054.14,2,1,8,France,Male,1,0
4264,24,68781.82,746,47997.39,1,1,10,Spain,Male,0,0
4265,56,137464.04,667,130846.79,1,0,8,Germany,Female,1,1
4266,32,147307.91,709,40861.55,1,1,4,France,Male,0,0
4267,35,0,536,171840.24,1,0,8,France,Female,1,1
4268,41,145754.91,711,101455.07,1,1,3,France,Female,1,0
4269,46,0,753,90747.94,3,0,8,France,Male,1,1
4270,44,112610.77,748,2048.55,1,1,4,France,Male,0,0
4271,57,71481.79,623,84421.34,2,1,7,France,Female,1,0
4272,33,0,465,78698.09,2,1,5,France,Male,0,0
4273,34,77826.8,640,168544.85,1,1,3,Spain,Female,1,0
4274,75,87140.85,562,39351.64,1,1,5,France,Male,1,0
4275,42,132002.7,502,28204.98,1,1,0,Germany,Female,0,1
4276,32,178011.5,536,22375.14,2,0,7,France,Male,1,0
4277,32,102954.68,670,134942.45,2,1,4,Germany,Female,0,0
4278,51,123783.25,775,134901.57,1,1,2,Germany,Male,1,0
4279,30,101802.67,759,8693.8,1,0,4,Germany,Male,0,0
4280,33,148659.48,604,42437.75,1,0,3,France,Male,0,0
4281,62,142724.48,766,5893.23,1,1,7,Germany,Female,0,1
4282,41,112152.89,554,36242.19,1,1,4,Spain,Female,0,0
4283,53,89550.85,487,90076.85,1,1,10,France,Female,0,0
4284,35,75915.75,725,150507.43,1,0,7,France,Male,1,0
4285,42,118889.66,732,87422.15,2,0,2,Germany,Female,0,0
4286,40,118788.57,623,192867.4,1,0,5,France,Male,1,0
4287,42,156555.54,781,175674.01,1,1,3,France,Female,1,0
4288,53,99141.86,714,72496.05,1,1,1,Germany,Male,1,1
4289,31,61211.18,577,145250.43,1,1,4,Germany,Female,1,0
4290,37,128932.4,731,180712.52,1,1,1,Spain,Female,1,0
4291,23,0,650,180622.43,1,1,5,Spain,Female,1,0
4292,32,80728.15,779,86306.75,1,0,10,France,Male,1,0
4293,46,127660.46,706,150156.82,2,0,2,Spain,Female,1,1
4294,44,106070.89,733,101617.43,1,1,3,Spain,Male,0,0
4295,42,137560.38,579,85424.34,2,1,3,Germany,Female,1,0
4296,34,111905.43,476,197221.81,1,1,8,Germany,Female,0,1
4297,40,126212.64,775,70196.57,1,0,9,France,Male,1,0
4298,68,0,538,110440.5,2,0,9,Spain,Male,1,1
4299,38,111835.94,602,124389.61,2,0,7,France,Male,1,0
4300,30,0,615,3183.15,2,0,8,France,Male,0,0
4301,28,99705.69,700,146723.72,2,0,3,Germany,Female,0,0
4302,32,0,615,2139.25,2,0,1,France,Male,0,0
4303,44,108895.93,544,69228.2,1,0,2,Germany,Male,0,1
4304,56,154669.77,573,115462.27,1,1,3,Spain,Male,0,1
4305,50,128061,555,62375.1,2,1,7,Spain,Male,1,0
4306,31,0,692,91829.17,2,0,2,France,Female,1,1
4307,40,0,476,182547.04,2,0,4,France,Female,0,0
4308,46,190678.02,770,14725.36,1,1,9,Spain,Male,1,0
4309,40,0,641,126996.67,1,0,7,France,Female,1,0
4310,35,0,705,133991.11,1,0,5,France,Female,1,1
4311,38,136712.91,784,169920.92,1,1,5,France,Male,0,0
4312,52,154733.97,727,80259.67,1,0,1,Spain,Female,1,1
4313,41,112609.91,576,191035.18,1,0,4,France,Female,0,1
4314,69,115462.44,646,40421.87,1,0,10,Spain,Male,1,0
4315,34,133501.36,638,155643.04,1,1,5,France,Male,0,0
4316,30,58668.02,632,78670.52,1,1,1,Germany,Male,1,0
4317,44,89118.26,850,104240.77,1,0,7,Spain,Male,1,1
4318,28,0,492,95957.09,2,0,9,France,Female,1,0
4319,77,76510.52,673,59595.66,2,1,10,Germany,Female,0,0
4320,34,140694.78,609,46266.63,2,0,7,Spain,Male,1,0
4321,36,95448.32,701,189085.07,2,0,7,Germany,Male,1,0
4322,34,91562.99,651,123954.15,1,1,4,France,Male,1,0
4323,31,72541.48,508,129803.08,1,0,8,France,Male,1,0
4324,43,120867.18,616,18761.92,1,0,3,Spain,Female,1,1
4325,34,0,489,43540.59,1,0,5,France,Male,0,0
4326,45,157320.51,567,62193.92,1,0,1,Spain,Female,1,0
4327,27,0,714,129130.09,3,1,3,Spain,Male,1,0
4328,30,139676.95,678,16146,2,1,1,Germany,Female,0,0
4329,55,0,581,22442.13,1,1,6,France,Female,1,0
4330,60,0,748,78194.37,2,1,3,Spain,Male,1,0
4331,19,0,781,124297.32,2,1,3,France,Female,1,0
4332,21,103000.94,691,104648.58,1,1,3,Spain,Male,1,0
4333,31,134237.07,507,166423.66,1,1,2,Germany,Male,1,1
4334,34,118235.7,724,157137.23,2,0,6,Germany,Male,0,0
4335,57,0,705,34134.14,2,1,3,Spain,Female,1,0
4336,64,0,708,112520.07,3,1,5,Spain,Female,0,1
4337,38,115442.19,580,128481.5,2,0,9,Germany,Male,1,1
4338,38,0,850,16491.64,2,0,5,France,Male,1,0
4339,25,0,714,132979.43,1,1,2,Spain,Male,1,0
4340,43,0,559,196645.87,2,1,1,France,Female,1,0
4341,44,115557,577,127506.76,1,1,8,Spain,Female,0,0
4342,35,166518.63,647,147930.46,2,0,3,Germany,Female,1,0
4343,30,135370.12,554,179689.05,1,1,6,Spain,Male,1,1
4344,54,92877.33,549,2619.64,1,0,5,Germany,Male,1,1
4345,26,102073.67,528,166799.93,2,0,10,France,Female,0,0
4346,46,97042.6,720,133516.51,1,1,3,Germany,Male,1,1
4347,41,0,743,163736.09,1,0,7,Spain,Male,1,1
4348,24,108528.07,615,179488.41,2,0,8,Germany,Male,0,1
4349,44,79064.85,635,113291.75,2,1,2,Germany,Female,0,0
4350,45,74274.87,686,64907.48,3,0,3,Spain,Male,1,1
4351,36,0,840,141364.27,2,0,6,Spain,Female,1,0
4352,43,100421.1,695,101141.28,1,1,1,France,Male,1,0
4353,26,84006.88,564,183490.99,2,0,7,France,Male,0,0
4354,31,0,805,4798.12,2,0,4,France,Female,1,0
4355,45,0,558,131807.14,1,0,4,Spain,Male,1,0
4356,39,80293.81,657,97192.76,1,0,4,France,Female,1,0
4357,42,125437.14,641,164128.58,2,0,7,France,Female,0,0
4358,36,0,755,176809.87,2,0,8,France,Male,1,0
4359,48,0,483,110059.38,2,1,1,France,Male,1,0
4360,44,127536.44,545,108398.63,1,0,2,Germany,Female,1,0
4361,66,0,678,47117.03,2,1,8,France,Male,1,0
4362,48,82794.18,781,124720.68,1,0,9,Germany,Female,1,1
4363,22,108117.1,571,53328.7,1,1,3,Spain,Female,0,0
4364,35,0,634,82634.41,1,0,10,Spain,Female,1,0
4365,27,61688.61,523,147059.16,2,0,8,Germany,Male,1,0
4366,40,0,501,141946.92,2,0,2,France,Female,0,0
4367,74,0,662,123583.85,2,0,6,France,Male,1,0
4368,50,159304.07,573,155915.24,1,1,0,Spain,Male,0,1
4369,33,138664.24,648,29076.27,1,0,5,Germany,Male,1,0
4370,22,126362.57,662,97382.8,2,1,2,France,Female,1,0
4371,39,160652.45,725,57643.55,2,0,4,France,Male,1,0
4372,35,183572.84,563,66006.75,1,1,2,France,Female,1,1
4373,31,88421.81,628,72350.47,1,0,0,France,Male,0,0
4374,45,0,546,197789.83,1,0,2,Spain,Female,0,1
4375,41,112871.19,688,65520.74,2,1,2,Germany,Male,0,0
4376,41,60880.68,850,31825.84,1,0,8,Germany,Male,1,0
4377,34,0,614,185561.89,2,0,5,France,Female,1,0
4378,37,101455.7,719,25803.59,1,0,9,France,Female,1,1
4379,71,88084.13,757,154337.47,2,1,0,France,Female,1,0
4380,29,0,669,138145.62,2,1,7,France,Male,1,0
4381,59,127197.14,438,51565.98,1,0,7,Germany,Male,1,1
4382,39,0,492,71323.23,2,1,7,France,Male,0,0
4383,39,83456.79,622,38882.34,2,0,9,France,Female,0,0
4384,42,98298.18,645,676.06,1,1,4,France,Male,1,0
4385,37,0,728,72203.8,2,1,0,France,Male,1,0
4386,35,86911.8,651,174094.24,1,0,2,France,Male,1,0
4387,42,139707.28,783,2150.22,1,0,2,Germany,Female,1,0
4388,67,0,732,177783.04,2,1,1,Spain,Female,1,0
4389,39,142876.98,553,44363.42,2,0,1,Spain,Female,1,0
4390,30,146301.31,660,96847.91,1,0,7,France,Male,0,0
4391,40,47364.45,670,148579.43,1,1,3,France,Female,1,1
4392,38,0,718,38308.34,2,0,7,France,Male,1,0
4393,51,58137.08,787,142538.31,1,1,0,France,Male,0,0
4394,38,179886.41,775,153122.58,2,0,6,Germany,Female,0,0
4395,24,107637.97,479,169505.83,2,1,6,Germany,Male,0,0
4396,20,167685.56,660,57929.9,1,0,6,France,Female,1,0
4397,68,136525.99,721,175399.14,1,0,4,Germany,Male,0,0
4398,39,52106.33,659,107964.36,2,1,8,Germany,Male,1,0
4399,39,0,743,94263.44,1,0,8,France,Female,1,0
4400,45,104930.38,670,155921.81,1,0,9,France,Female,1,1
4401,34,106434.94,766,137995.66,1,1,6,Germany,Female,0,1
4402,38,112803.92,845,179631.85,1,0,2,Spain,Female,1,0
4403,46,120530.34,710,166586.99,1,0,10,Germany,Female,1,1
4404,43,113641.49,602,115116.35,4,0,2,Germany,Female,1,1
4405,43,145081.72,604,23881.62,1,1,2,Spain,Male,1,0
4406,35,0,564,105837.38,2,1,9,Spain,Female,1,0
4407,27,135842.89,637,101418.05,1,1,7,Germany,Female,1,0
4408,31,112203.25,527,182266.01,1,0,1,France,Female,1,0
4409,34,129895.19,687,28698.17,1,1,7,France,Male,0,0
4410,41,149049.92,756,50422.36,1,1,6,Germany,Male,0,1
4411,42,153279.39,503,151336.96,1,1,9,Germany,Male,1,0
4412,42,41473.33,657,112979.6,1,0,5,Spain,Male,1,1
4413,40,0,666,36371.27,2,0,2,France,Female,0,0
4414,39,113193.51,615,52166.25,2,1,5,Germany,Male,1,0
4415,27,113174.21,712,147261.58,2,0,8,Germany,Male,1,0
4416,24,0,764,88724.49,2,0,0,France,Female,1,0
4417,42,164951.56,471,190531.77,1,0,3,France,Male,1,0
4418,27,153325.1,608,199953.33,1,1,4,Spain,Male,1,0
4419,47,134032.01,682,144290.97,1,0,10,Spain,Female,1,0
4420,32,125445.04,587,130514.78,2,1,3,Germany,Female,1,0
4421,35,126077.43,714,53954.24,2,1,6,Germany,Female,1,0
4422,31,0,630,169802.73,2,1,1,Spain,Female,1,0
4423,28,90371.09,648,146851.73,1,1,8,Germany,Female,1,0
4424,40,0,785,96832.82,2,1,3,France,Female,1,0
4425,47,142802.02,601,57553.02,1,1,1,Germany,Female,1,0
4426,28,90537.16,717,74800.99,1,1,1,France,Female,0,0
4427,44,0,707,192542.17,2,1,6,France,Female,1,0
4428,23,156123.73,771,72990.62,1,0,7,France,Female,1,0
4429,35,0,602,31050.02,2,0,5,France,Female,1,0
4430,38,141074.59,626,52795.56,1,0,7,France,Male,1,1
4431,59,0,588,27435.41,2,1,4,Spain,Male,1,0
4432,42,117899.95,616,150266.81,2,0,6,Germany,Female,0,0
4433,33,0,621,40299.23,2,1,4,Spain,Male,1,0
4434,26,166257.96,674,149369.41,1,1,6,France,Male,1,0
4435,46,0,633,120250.58,2,0,3,Spain,Female,1,0
4436,64,169362.43,698,84760.32,1,0,1,Germany,Female,1,1
4437,26,205962,508,156424.4,1,0,7,France,Male,1,0
4438,24,0,736,109355.73,2,0,0,France,Female,1,1
4439,68,126061.51,672,184936.77,2,1,0,Germany,Male,1,0
4440,21,105627.95,613,36560.51,1,1,7,France,Female,1,0
4441,32,100606.02,712,165693.06,1,0,9,France,Male,1,0
4442,38,0,624,163666.85,2,1,3,France,Female,1,0
4443,38,0,676,35644.79,2,1,1,France,Male,0,0
4444,32,138171.1,683,188203.58,2,1,0,Germany,Female,1,0
4445,31,139395.08,489,6120.84,1,1,7,France,Female,0,0
4446,29,0,739,164484.78,2,1,1,France,Male,1,0
4447,37,0,701,164268.28,2,1,3,France,Female,1,0
4448,50,109062.28,666,140136.1,1,1,7,Germany,Female,1,1
4449,40,89994.71,565,121084.27,2,1,1,Germany,Female,0,0
4450,36,0,666,35156.54,2,0,3,France,Male,1,0
4451,59,103996.74,633,103159.11,1,1,2,France,Male,1,0
4452,34,175111.11,578,74858.3,1,1,4,France,Male,1,0
4453,49,66079.45,812,91556.57,2,0,8,Spain,Female,0,1
4454,33,148055.74,809,199203.21,1,0,8,Germany,Male,0,0
4455,36,0,615,27011.8,1,1,6,France,Male,1,1
4456,31,0,684,188637.05,2,0,8,Spain,Female,1,0
4457,40,0,544,61581.2,2,0,8,France,Male,1,0
4458,47,95994.98,713,197529.23,1,0,1,Germany,Male,1,0
4459,37,0,633,182258.17,2,0,2,France,Male,1,0
4460,23,110741.56,672,80778.5,1,0,10,Germany,Female,1,0
4461,35,0,661,155394.52,1,0,5,France,Male,1,0
4462,28,0,749,3408.7,1,0,3,Spain,Female,1,0
4463,32,0,635,19367.98,2,1,8,Spain,Female,1,1
4464,70,96947.58,850,62282.99,3,0,1,Germany,Female,1,1
4465,41,0,641,65396.79,2,0,6,France,Male,1,0
4466,30,109786.82,633,139712.81,2,1,2,Germany,Male,1,0
4467,35,0,413,60972.84,2,1,2,Spain,Male,1,0
4468,31,0,538,1375.46,2,0,1,France,Male,1,0
4469,39,102721.49,437,22191.82,1,0,0,France,Female,0,0
4470,33,69478.57,612,8973.67,1,0,5,Spain,Male,1,1
4471,53,156674.2,516,118502.34,1,0,1,Germany,Female,1,1
4472,56,174506.1,826,161802.82,2,1,8,Spain,Female,0,1
4473,23,166070.48,660,90494.72,2,0,6,Germany,Female,0,0
4474,29,105957.44,646,15470.91,1,0,4,Germany,Female,1,0
4475,36,0,767,65147.27,1,0,3,France,Male,0,0
4476,40,110340.68,640,157886.6,1,1,8,France,Male,1,0
4477,33,0,778,85439.73,2,0,1,France,Male,1,0
4478,52,135870.01,679,54038.62,2,0,9,Germany,Male,0,0
4479,31,0,549,25684.85,2,1,4,France,Male,0,0
4480,47,0,598,186116.54,2,1,2,France,Male,1,0
4481,45,0,655,166830.71,2,0,0,France,Female,1,0
4482,30,85704.95,494,27886.06,1,1,3,France,Male,0,0
4483,42,0,653,5768.32,2,1,1,France,Female,1,0
4484,38,105435.74,539,80575.44,1,0,8,Germany,Female,0,1
4485,37,0,645,68987.55,2,1,1,France,Female,1,0
4486,34,108513.25,751,27097.82,2,1,9,Germany,Male,1,0
4487,35,156687.1,528,199320.77,1,0,3,France,Male,1,0
4488,31,150604.52,696,5566.6,1,0,3,Germany,Male,0,0
4489,44,155114.9,716,133871.83,1,0,6,France,Female,0,0
4490,35,0,602,152843.53,2,1,8,France,Female,1,0
4491,64,91216,647,41800.18,1,1,1,Spain,Female,1,0
4492,61,141784.02,850,92053.75,1,1,3,Germany,Male,1,0
4493,32,127763.24,590,100717.54,1,0,0,France,Female,1,0
4494,32,0,825,42935.15,2,1,1,Spain,Female,1,0
4495,31,82613.56,850,149170.92,2,0,6,Spain,Male,1,0
4496,32,69423.52,789,107499.39,1,0,7,France,Female,1,0
4497,42,86167.82,701,153342.38,1,0,6,France,Female,1,0
4498,47,0,713,107825.08,1,0,1,Spain,Female,1,1
4499,30,131406.56,570,47952.45,1,1,2,France,Male,1,0
4500,44,121898.82,536,131007.18,1,0,4,Germany,Female,0,0
4501,32,77487.2,771,33143.04,1,0,9,Germany,Male,0,0
4502,75,0,512,123304.62,1,0,2,France,Female,1,0
4503,45,164450.94,698,141970.02,1,0,5,Spain,Male,1,1
4504,33,138705.02,656,37136.15,2,0,7,France,Male,1,0
4505,37,132730.17,761,199293.01,1,0,7,Spain,Male,1,0
4506,30,0,709,161388.22,2,1,5,France,Female,0,0
4507,66,0,597,70532.53,1,1,3,Spain,Female,1,0
4508,28,116498.22,592,144290.25,1,0,2,France,Male,1,0
4509,41,0,599,96069.82,2,0,1,France,Female,1,0
4510,35,139979.07,572,185662.84,1,0,1,Germany,Female,1,0
4511,43,127216.31,611,17913.25,2,1,9,Germany,Female,0,0
4512,45,0,634,101039.53,4,0,2,France,Female,1,1
4513,51,148222.65,666,156953.54,1,0,2,France,Male,0,1
4514,41,0,696,28276.83,2,0,8,France,Female,0,0
4515,38,0,669,84049.16,2,0,8,France,Female,1,0
4516,30,134152.29,726,147822.44,1,1,8,Spain,Male,1,0
4517,32,111537.23,497,9497.99,4,1,8,Germany,Female,1,1
4518,39,119565.92,750,87067.73,1,0,7,Spain,Female,1,0
4519,29,0,850,23237.25,2,0,7,Spain,Female,1,0
4520,38,0,617,27239.28,1,1,7,Spain,Male,1,0
4521,46,121063.8,652,151481.86,3,0,10,Germany,Male,1,1
4522,27,124995.98,560,114669.79,1,1,7,Spain,Female,1,0
4523,39,0,629,116748.14,2,0,5,Spain,Male,0,0
4524,52,86891.84,660,90877.76,1,0,4,Germany,Female,1,0
4525,38,0,676,133692.88,2,1,8,France,Male,1,0
4526,43,78022.61,581,30662.91,1,1,9,Spain,Male,0,0
4527,34,154495.79,798,191395.88,1,0,9,France,Male,1,0
4528,38,189443.72,705,106648.58,1,1,1,France,Male,0,0
4529,31,152926.6,714,50899.91,1,1,6,Spain,Female,1,0
4530,44,142989.69,664,115452.51,1,1,8,France,Female,1,1
4531,43,115371.94,697,64139.1,2,0,7,Germany,Male,1,0
4532,37,0,609,22030.72,2,1,6,France,Male,0,0
4533,38,178056.54,548,38434.73,2,0,0,Spain,Male,1,0
4534,39,206014.94,850,42774.84,2,1,6,Spain,Male,0,1
4535,41,0,656,158973.77,2,0,2,France,Male,1,0
4536,37,101191.83,727,34551.35,1,1,9,Germany,Male,1,1
4537,55,0,642,101515.76,2,1,7,France,Female,1,0
4538,31,0,710,9561.73,2,0,5,Spain,Female,1,0
4539,33,0,710,168313.17,2,0,1,Spain,Male,1,0
4540,37,0,718,55100.09,2,1,7,France,Female,1,0
4541,32,149814.54,586,31830.06,1,0,1,Germany,Male,1,0
4542,36,115617.24,617,71519.4,1,1,7,Spain,Female,1,0
4543,28,0,630,32599.35,2,0,9,France,Male,0,0
4544,42,113657.41,791,139946.68,2,1,10,Germany,Female,0,1
