poutcome,job,marital,education,default,housing,loan,contact,day,month,campaign,duration,pdays,previous,age,balance,y
unknown,technician,single,secondary,no,no,no,cellular,12,aug,2,104,-1,0,33,2481,no
unknown,management,married,secondary,no,no,no,cellular,12,aug,2,507,-1,0,30,850,yes
unknown,self-employed,married,primary,no,no,no,cellular,12,aug,4,85,-1,0,44,614,no
unknown,management,single,tertiary,no,yes,no,cellular,12,aug,2,177,-1,0,31,1836,no
unknown,management,single,tertiary,no,no,no,cellular,12,aug,2,88,-1,0,30,1038,no
unknown,management,married,tertiary,no,no,no,cellular,12,aug,2,150,-1,0,53,-1,no
unknown,technician,married,secondary,no,no,yes,cellular,12,aug,6,179,-1,0,35,1067,no
unknown,technician,single,secondary,yes,no,no,cellular,12,aug,2,137,-1,0,33,329,no
unknown,technician,single,secondary,no,no,no,cellular,12,aug,2,105,-1,0,30,281,no
unknown,unemployed,divorced,secondary,no,no,no,cellular,12,aug,3,126,-1,0,42,759,no
unknown,management,single,tertiary,no,yes,no,cellular,12,aug,2,241,-1,0,30,368,no
unknown,management,single,tertiary,no,no,no,cellular,12,aug,2,130,-1,0,30,-672,no
unknown,management,married,tertiary,no,no,no,cellular,12,aug,2,603,-1,0,43,-526,no
unknown,retired,married,primary,no,no,no,cellular,12,aug,2,66,-1,0,59,0,no
unknown,technician,single,tertiary,no,no,no,cellular,12,aug,2,109,-1,0,33,2024,no
unknown,technician,married,secondary,no,no,no,cellular,12,aug,4,439,-1,0,33,3243,yes
unknown,technician,married,secondary,no,no,no,cellular,12,aug,6,217,-1,0,39,1986,no
unknown,management,single,tertiary,no,yes,no,cellular,12,aug,2,107,-1,0,34,2835,no
unknown,management,married,tertiary,no,no,no,cellular,12,aug,2,252,-1,0,52,3508,no
unknown,management,married,tertiary,no,yes,no,cellular,12,aug,2,143,-1,0,54,11563,no
unknown,blue-collar,married,primary,no,no,no,cellular,12,aug,2,73,-1,0,45,1951,no
unknown,housemaid,married,unknown,no,no,no,cellular,12,aug,2,254,-1,0,52,544,no
unknown,management,married,tertiary,no,no,no,cellular,12,aug,2,61,-1,0,33,1504,no
unknown,management,married,tertiary,no,no,no,cellular,12,aug,6,238,-1,0,49,350,no
unknown,blue-collar,married,primary,no,yes,no,cellular,12,aug,2,73,-1,0,46,2269,no
unknown,management,single,tertiary,no,no,yes,cellular,12,aug,4,80,-1,0,35,53,no
unknown,housemaid,married,tertiary,no,no,no,cellular,12,aug,4,197,-1,0,34,897,no
unknown,management,single,tertiary,no,no,no,cellular,12,aug,4,111,-1,0,30,1466,no
unknown,self-employed,married,unknown,no,no,no,cellular,12,aug,2,171,-1,0,59,59,no
unknown,management,married,tertiary,no,no,no,cellular,12,aug,4,436,-1,0,33,1399,no
unknown,management,married,tertiary,no,no,no,cellular,12,aug,2,119,-1,0,38,0,no
unknown,management,married,secondary,no,yes,no,cellular,12,aug,4,129,-1,0,31,1368,no
unknown,management,divorced,tertiary,no,no,no,cellular,12,aug,2,152,-1,0,48,148,no
unknown,technician,married,secondary,no,yes,yes,cellular,12,aug,2,131,-1,0,34,-136,no
unknown,management,single,tertiary,no,no,no,cellular,12,aug,4,150,-1,0,31,86,no
unknown,blue-collar,married,primary,no,yes,no,cellular,12,aug,2,128,-1,0,52,273,no
unknown,management,married,tertiary,no,no,no,cellular,12,aug,2,56,-1,0,54,1411,no
unknown,self-employed,married,secondary,no,no,no,cellular,12,aug,2,64,-1,0,35,0,no
unknown,management,divorced,secondary,no,no,no,cellular,12,aug,2,108,-1,0,57,396,no
unknown,technician,married,secondary,no,no,no,cellular,12,aug,2,84,-1,0,45,3241,no
unknown,blue-collar,married,secondary,no,yes,no,cellular,12,aug,6,157,-1,0,57,6004,no
unknown,technician,single,tertiary,no,no,no,cellular,12,aug,2,384,-1,0,34,23919,no
unknown,management,single,tertiary,no,no,no,cellular,12,aug,6,312,-1,0,30,894,no
unknown,management,married,secondary,no,yes,yes,cellular,12,aug,2,388,-1,0,47,-1854,no
unknown,unemployed,married,secondary,no,no,no,cellular,12,aug,4,144,-1,0,37,117,no
unknown,management,divorced,tertiary,no,no,no,cellular,12,aug,4,231,-1,0,58,108,no
unknown,technician,single,secondary,no,yes,no,cellular,12,aug,2,180,-1,0,38,382,no
unknown,management,married,tertiary,no,yes,no,cellular,12,aug,2,205,-1,0,54,1146,no
unknown,housemaid,married,primary,no,no,no,cellular,12,aug,2,163,-1,0,44,93,no
unknown,housemaid,married,primary,no,no,no,cellular,12,aug,2,121,-1,0,43,25,no
unknown,management,divorced,tertiary,no,yes,no,cellular,12,aug,2,865,-1,0,57,8897,yes
unknown,technician,single,tertiary,no,yes,yes,cellular,12,aug,2,1103,-1,0,38,508,yes
unknown,technician,married,secondary,no,yes,no,cellular,12,aug,2,370,-1,0,46,190,no
unknown,retired,married,secondary,no,no,no,cellular,12,aug,2,106,-1,0,57,2714,no
unknown,technician,divorced,secondary,no,yes,no,cellular,12,aug,2,173,-1,0,41,1631,no
unknown,management,married,tertiary,no,no,no,cellular,12,aug,4,201,-1,0,49,579,no
unknown,technician,single,tertiary,no,no,no,cellular,12,aug,4,234,-1,0,32,720,no
unknown,technician,married,tertiary,no,no,no,cellular,12,aug,7,191,-1,0,38,940,no
unknown,technician,married,tertiary,no,no,no,cellular,12,aug,3,433,-1,0,31,4089,no
unknown,self-employed,married,secondary,no,no,no,cellular,12,aug,4,1181,-1,0,46,548,yes
unknown,technician,married,secondary,no,no,no,cellular,12,aug,4,92,-1,0,58,175,no
unknown,management,married,tertiary,no,yes,no,cellular,12,aug,4,1133,-1,0,30,1567,yes
unknown,housemaid,married,primary,no,no,no,cellular,12,aug,4,76,-1,0,33,209,no
unknown,management,single,tertiary,no,no,no,cellular,12,aug,4,91,-1,0,30,812,no
unknown,admin.,married,secondary,no,no,no,cellular,12,aug,4,536,-1,0,45,362,no
unknown,technician,married,secondary,no,no,no,cellular,12,aug,4,398,-1,0,54,658,no
unknown,technician,married,tertiary,no,no,no,cellular,12,aug,8,104,-1,0,35,432,no
unknown,management,married,tertiary,no,no,no,cellular,12,aug,4,884,-1,0,49,4751,yes
unknown,management,married,tertiary,no,no,no,cellular,12,aug,16,1650,-1,0,55,134,no
unknown,admin.,married,tertiary,no,no,no,cellular,12,aug,7,149,-1,0,45,2552,no
unknown,self-employed,married,secondary,no,no,no,cellular,12,aug,3,297,-1,0,30,0,no
unknown,technician,divorced,secondary,no,no,no,cellular,12,aug,4,193,-1,0,52,106,no
unknown,blue-collar,married,primary,no,no,no,cellular,12,aug,4,127,-1,0,54,1849,no
unknown,technician,single,tertiary,yes,no,no,cellular,12,aug,4,72,-1,0,30,23,no
unknown,self-employed,married,secondary,no,yes,no,telephone,12,aug,4,58,-1,0,42,487,no
unknown,technician,married,secondary,no,no,no,cellular,12,aug,4,926,-1,0,38,1478,yes
unknown,management,divorced,tertiary,no,yes,no,cellular,12,aug,2,117,-1,0,34,157,no
unknown,management,single,tertiary,no,yes,no,cellular,12,aug,2,359,-1,0,31,350,no
unknown,self-employed,married,tertiary,no,no,no,cellular,12,aug,4,117,-1,0,34,0,no
unknown,management,married,tertiary,no,yes,no,cellular,12,aug,2,254,-1,0,39,1424,no
unknown,management,married,tertiary,no,no,no,cellular,12,aug,2,121,-1,0,50,2296,no
unknown,management,married,tertiary,no,yes,no,cellular,12,aug,4,226,-1,0,35,1511,no
unknown,admin.,married,secondary,no,no,no,cellular,12,aug,4,355,-1,0,60,711,no
unknown,technician,single,secondary,yes,no,no,cellular,12,aug,2,587,-1,0,36,12,yes
unknown,management,married,tertiary,no,no,no,cellular,12,aug,4,111,-1,0,47,434,no
unknown,technician,married,tertiary,no,no,no,cellular,12,aug,6,139,-1,0,60,131,no
unknown,management,married,tertiary,no,no,no,cellular,12,aug,4,83,-1,0,33,1071,no
unknown,retired,married,unknown,no,no,no,cellular,12,aug,6,632,-1,0,59,7586,no
unknown,blue-collar,married,secondary,no,yes,yes,cellular,12,aug,2,186,-1,0,48,426,no
unknown,management,single,tertiary,no,yes,no,cellular,12,aug,4,112,-1,0,30,222,no
unknown,blue-collar,married,primary,no,no,no,cellular,12,aug,4,225,-1,0,49,1456,no
unknown,blue-collar,married,secondary,no,no,no,cellular,12,aug,2,253,-1,0,58,842,no
unknown,blue-collar,married,secondary,no,yes,no,cellular,12,aug,2,112,-1,0,55,1011,no
unknown,management,married,tertiary,no,no,no,cellular,12,aug,2,284,-1,0,31,1514,no
unknown,management,divorced,tertiary,no,yes,no,cellular,12,aug,2,306,-1,0,54,3473,no
unknown,blue-collar,married,primary,no,no,no,cellular,12,aug,2,696,-1,0,49,128,yes
unknown,retired,married,tertiary,no,no,no,cellular,12,aug,4,66,-1,0,60,1141,no
unknown,management,married,tertiary,no,no,no,cellular,12,aug,4,192,-1,0,31,596,no
unknown,management,married,tertiary,no,no,no,cellular,12,aug,6,105,-1,0,34,496,no
unknown,admin.,married,secondary,no,no,no,cellular,12,aug,4,114,-1,0,45,43,no
unknown,management,single,tertiary,no,no,no,cellular,12,aug,4,105,-1,0,43,1627,no
unknown,management,single,tertiary,no,no,no,cellular,12,aug,4,578,-1,0,30,67,no
unknown,retired,married,tertiary,no,no,no,cellular,12,aug,4,116,-1,0,57,0,no
unknown,retired,married,secondary,no,no,no,cellular,12,aug,4,464,-1,0,59,566,no
unknown,technician,single,tertiary,no,no,no,cellular,12,aug,2,142,-1,0,32,1325,no
unknown,blue-collar,married,secondary,no,no,no,cellular,12,aug,2,187,-1,0,55,388,no
unknown,management,married,tertiary,no,no,no,cellular,12,aug,6,134,-1,0,49,53,no
unknown,technician,single,tertiary,no,yes,no,cellular,12,aug,2,338,-1,0,36,1072,no
unknown,services,married,secondary,no,no,yes,cellular,12,aug,2,158,-1,0,52,1579,no
unknown,blue-collar,married,secondary,no,no,no,cellular,12,aug,8,645,-1,0,49,553,yes
unknown,management,married,tertiary,no,no,no,cellular,12,aug,6,246,-1,0,50,258,no
unknown,unemployed,divorced,secondary,no,no,no,cellular,12,aug,6,473,-1,0,40,1694,yes
unknown,management,married,tertiary,no,yes,no,cellular,12,aug,12,304,-1,0,41,8553,no
unknown,blue-collar,married,primary,no,no,no,cellular,12,aug,4,559,-1,0,49,408,yes
unknown,management,married,tertiary,no,no,no,cellular,12,aug,5,1092,-1,0,38,1223,yes
unknown,self-employed,married,tertiary,no,no,no,cellular,12,aug,1,174,-1,0,49,599,no
unknown,management,single,tertiary,no,no,no,cellular,12,aug,3,453,-1,0,31,1858,yes
unknown,management,married,secondary,no,no,no,cellular,12,aug,1,127,-1,0,48,286,no
unknown,blue-collar,married,primary,no,no,no,telephone,12,aug,8,128,-1,0,54,1173,no
unknown,technician,single,tertiary,no,no,no,cellular,12,aug,7,1344,-1,0,31,208,yes
unknown,management,divorced,tertiary,no,no,no,cellular,12,aug,1,127,-1,0,31,297,no
unknown,management,single,tertiary,no,no,no,cellular,12,aug,5,218,-1,0,46,2278,no
unknown,management,single,tertiary,no,yes,no,cellular,12,aug,1,178,-1,0,34,3679,no
unknown,management,married,tertiary,no,yes,no,cellular,12,aug,4,1307,-1,0,34,520,yes
unknown,services,married,secondary,no,no,no,cellular,12,aug,4,153,-1,0,47,27,no
unknown,management,married,tertiary,no,yes,no,cellular,12,aug,1,1344,-1,0,39,271,yes
unknown,management,married,tertiary,no,no,no,cellular,12,aug,5,168,-1,0,54,153,no
unknown,management,single,tertiary,no,yes,no,cellular,12,aug,3,264,-1,0,31,1289,no
unknown,technician,married,tertiary,no,no,yes,cellular,12,aug,3,213,-1,0,42,250,no
unknown,technician,single,tertiary,no,no,no,cellular,12,aug,3,111,-1,0,31,36,no
unknown,management,single,tertiary,no,no,no,cellular,12,aug,1,978,-1,0,33,87,yes
unknown,management,single,tertiary,no,no,no,cellular,12,aug,5,781,-1,0,30,9634,no
unknown,technician,married,tertiary,no,yes,no,cellular,12,aug,3,588,-1,0,47,545,no
unknown,admin.,married,secondary,no,no,no,cellular,12,aug,11,145,-1,0,54,4943,no
unknown,blue-collar,married,primary,no,no,no,cellular,12,aug,5,50,-1,0,54,1659,no
unknown,management,married,secondary,no,no,no,cellular,12,aug,3,432,-1,0,40,4396,yes
unknown,management,single,tertiary,no,yes,no,cellular,12,aug,3,454,-1,0,31,391,no
unknown,technician,married,secondary,no,yes,no,cellular,12,aug,1,1613,-1,0,47,568,yes
unknown,technician,married,secondary,no,no,no,cellular,12,aug,5,141,-1,0,32,11431,no
unknown,management,married,tertiary,no,no,no,cellular,12,aug,4,439,-1,0,32,2414,no
unknown,retired,married,secondary,no,no,no,cellular,12,aug,3,141,-1,0,59,278,no
unknown,admin.,married,unknown,no,no,no,cellular,12,aug,3,136,-1,0,58,528,no
unknown,management,married,tertiary,no,no,no,cellular,12,aug,3,260,-1,0,33,519,no
unknown,blue-collar,married,primary,no,no,no,cellular,12,aug,3,864,-1,0,47,570,no
unknown,blue-collar,married,primary,no,no,no,cellular,12,aug,3,645,-1,0,48,3020,no
unknown,management,married,tertiary,no,no,no,cellular,12,aug,2,474,-1,0,50,1240,no
unknown,management,married,secondary,no,yes,yes,cellular,12,aug,5,216,-1,0,45,424,no
unknown,retired,married,secondary,no,yes,yes,cellular,12,aug,5,128,-1,0,60,781,no
unknown,management,single,tertiary,no,no,no,cellular,12,aug,3,418,-1,0,32,1310,no
unknown,technician,single,tertiary,no,no,no,cellular,12,aug,4,226,-1,0,42,166,no
unknown,technician,divorced,secondary,no,no,yes,cellular,12,aug,3,252,-1,0,49,-96,no
unknown,management,single,tertiary,no,no,no,cellular,12,aug,8,134,-1,0,30,317,no
unknown,technician,single,tertiary,no,no,no,cellular,12,aug,4,140,-1,0,32,1732,no
unknown,management,single,tertiary,no,no,no,cellular,12,aug,3,180,-1,0,30,349,no
unknown,management,divorced,tertiary,no,no,no,cellular,12,aug,5,483,-1,0,47,800,no
unknown,services,married,secondary,no,no,no,cellular,12,aug,7,409,-1,0,48,1355,no
unknown,admin.,married,secondary,no,no,yes,cellular,12,aug,3,143,-1,0,51,771,no
unknown,technician,married,secondary,no,no,no,cellular,12,aug,3,222,-1,0,54,479,no
unknown,technician,single,secondary,no,no,no,cellular,12,aug,3,664,-1,0,37,3665,yes
unknown,management,divorced,tertiary,no,no,no,cellular,12,aug,4,612,-1,0,54,1037,no
unknown,admin.,married,secondary,no,yes,no,cellular,12,aug,9,129,-1,0,52,692,no
unknown,technician,single,secondary,no,yes,no,cellular,12,aug,4,1735,-1,0,44,244,yes
unknown,management,married,tertiary,no,no,no,cellular,12,aug,3,243,-1,0,36,0,no
unknown,blue-collar,married,secondary,no,yes,no,cellular,12,aug,9,178,-1,0,49,3779,no
unknown,unemployed,married,primary,no,no,no,cellular,12,aug,6,787,-1,0,48,9622,no
unknown,admin.,married,tertiary,no,no,no,cellular,12,aug,4,124,-1,0,59,349,no
unknown,management,married,tertiary,no,no,no,cellular,12,aug,5,913,-1,0,33,621,no
unknown,management,married,tertiary,no,yes,no,cellular,12,aug,7,284,-1,0,33,1674,no
unknown,technician,married,secondary,no,no,no,cellular,12,aug,6,129,-1,0,36,295,no
unknown,services,married,secondary,no,no,no,cellular,12,aug,5,228,-1,0,48,260,no
unknown,technician,married,secondary,no,no,yes,cellular,12,aug,3,508,-1,0,44,267,no
unknown,management,married,tertiary,no,no,no,cellular,12,aug,10,940,-1,0,55,568,yes
unknown,blue-collar,married,primary,no,no,no,cellular,12,aug,2,460,-1,0,50,106,no
unknown,management,single,tertiary,no,no,no,cellular,12,aug,4,796,-1,0,30,4210,yes
unknown,retired,married,secondary,no,no,no,cellular,12,aug,5,136,-1,0,58,2609,no
unknown,management,single,tertiary,no,no,no,cellular,12,aug,3,58,-1,0,32,3199,no
unknown,admin.,married,unknown,no,no,no,cellular,12,aug,9,465,-1,0,56,1167,no
unknown,management,married,secondary,no,yes,no,cellular,12,aug,5,112,-1,0,44,781,no
unknown,technician,married,secondary,no,no,no,cellular,12,aug,10,204,-1,0,32,3095,no
unknown,management,divorced,tertiary,no,yes,no,cellular,12,aug,3,711,-1,0,33,2695,no
unknown,management,single,tertiary,no,no,no,cellular,12,aug,4,121,-1,0,31,745,no
unknown,unemployed,married,secondary,no,no,no,cellular,12,aug,3,83,-1,0,51,2254,no
unknown,services,married,secondary,no,no,yes,cellular,12,aug,4,321,-1,0,43,378,no
unknown,management,single,tertiary,no,yes,no,cellular,12,aug,2,1476,-1,0,41,416,no
unknown,management,single,tertiary,no,yes,no,cellular,12,aug,3,204,-1,0,34,966,no
unknown,blue-collar,married,unknown,no,no,no,cellular,12,aug,2,161,-1,0,50,2065,no
unknown,blue-collar,married,primary,no,no,no,cellular,12,aug,3,120,-1,0,57,0,no
unknown,management,married,secondary,no,yes,no,cellular,12,aug,3,507,-1,0,33,-285,no
unknown,technician,married,secondary,no,no,no,cellular,13,aug,8,77,-1,0,49,12531,no
unknown,technician,married,secondary,no,yes,no,telephone,13,aug,8,767,-1,0,50,1824,no
unknown,self-employed,married,primary,no,no,no,cellular,13,aug,7,111,-1,0,41,204,no
unknown,retired,married,unknown,no,no,no,cellular,13,aug,2,106,-1,0,60,878,no
unknown,management,married,tertiary,no,yes,no,cellular,13,aug,2,168,-1,0,34,1293,no
unknown,entrepreneur,married,tertiary,no,no,no,cellular,13,aug,2,239,-1,0,45,2476,no
unknown,housemaid,married,primary,no,no,no,cellular,13,aug,2,139,-1,0,55,0,no
unknown,technician,married,secondary,no,no,no,cellular,13,aug,2,78,-1,0,33,0,no
unknown,housemaid,married,primary,no,no,no,cellular,13,aug,2,536,-1,0,45,7353,no
unknown,housemaid,married,primary,no,no,no,cellular,13,aug,2,295,-1,0,55,1642,no
unknown,housemaid,married,primary,no,no,no,cellular,13,aug,2,224,-1,0,52,200,no
unknown,technician,married,secondary,no,yes,no,cellular,13,aug,2,156,-1,0,52,1076,no
unknown,technician,single,secondary,no,no,no,cellular,13,aug,2,206,-1,0,33,6325,no
unknown,management,divorced,tertiary,no,no,no,cellular,13,aug,2,317,-1,0,45,2096,no
unknown,blue-collar,married,primary,no,no,no,cellular,13,aug,2,176,-1,0,52,2488,no
unknown,management,married,secondary,no,no,no,cellular,13,aug,2,69,-1,0,46,3570,no
unknown,self-employed,married,tertiary,no,no,no,cellular,13,aug,6,244,-1,0,37,137,no
unknown,management,married,tertiary,no,no,no,cellular,13,aug,2,77,-1,0,46,3984,no
unknown,technician,married,secondary,no,yes,no,cellular,13,aug,4,114,-1,0,52,-384,no
unknown,housemaid,married,primary,no,no,no,cellular,13,aug,2,189,-1,0,57,0,no
unknown,technician,single,secondary,no,yes,no,cellular,13,aug,2,187,-1,0,38,4723,no
unknown,housemaid,married,primary,no,no,no,cellular,13,aug,2,132,-1,0,32,163,no
unknown,blue-collar,married,primary,no,no,no,cellular,13,aug,2,186,-1,0,51,1694,no
unknown,technician,single,secondary,no,no,no,cellular,13,aug,2,336,-1,0,31,391,no
unknown,services,married,secondary,no,no,no,cellular,13,aug,2,78,-1,0,46,111,no
unknown,management,married,tertiary,no,yes,no,cellular,13,aug,2,460,-1,0,31,4720,no
unknown,technician,married,secondary,no,yes,no,cellular,13,aug,2,100,-1,0,32,-413,no
unknown,management,married,tertiary,no,yes,no,cellular,13,aug,2,96,-1,0,35,46,no
unknown,blue-collar,married,primary,no,no,no,cellular,13,aug,2,109,-1,0,52,36,no
unknown,technician,married,secondary,no,no,no,cellular,13,aug,2,1842,-1,0,40,42,yes
unknown,admin.,married,secondary,yes,no,no,cellular,13,aug,2,332,-1,0,45,-571,no
unknown,blue-collar,married,unknown,no,no,no,cellular,13,aug,2,159,-1,0,60,3563,no
unknown,housemaid,married,primary,no,no,no,telephone,13,aug,4,127,-1,0,54,284,no
unknown,housemaid,married,primary,no,no,no,cellular,13,aug,2,119,-1,0,59,235,no
unknown,management,divorced,tertiary,no,no,no,cellular,13,aug,2,303,-1,0,57,160,no
unknown,retired,married,primary,no,no,no,cellular,13,aug,2,969,-1,0,54,309,yes
unknown,management,married,secondary,no,yes,no,cellular,13,aug,2,295,-1,0,52,-892,no
unknown,admin.,married,secondary,no,no,yes,cellular,13,aug,2,157,-1,0,51,21,no
unknown,technician,married,secondary,no,no,yes,cellular,13,aug,2,823,-1,0,35,-180,yes
unknown,admin.,married,secondary,no,no,no,cellular,13,aug,2,89,-1,0,51,79,no
unknown,entrepreneur,single,tertiary,yes,yes,yes,cellular,13,aug,2,703,-1,0,31,-405,yes
unknown,technician,single,tertiary,no,no,no,telephone,13,aug,9,618,-1,0,32,34646,yes
unknown,housemaid,married,primary,no,no,no,cellular,13,aug,2,152,-1,0,41,216,no
unknown,management,single,tertiary,no,no,no,cellular,13,aug,2,225,-1,0,32,297,no
unknown,admin.,divorced,secondary,no,no,no,cellular,13,aug,2,131,-1,0,51,14215,no
unknown,technician,married,secondary,no,no,no,cellular,13,aug,2,272,-1,0,49,3392,no
unknown,technician,married,secondary,no,no,no,cellular,13,aug,2,460,-1,0,33,390,no
unknown,management,married,tertiary,no,no,no,cellular,13,aug,2,247,-1,0,39,28433,no
unknown,management,divorced,tertiary,no,yes,no,cellular,13,aug,4,93,-1,0,45,6542,no
unknown,management,divorced,tertiary,no,no,no,cellular,13,aug,2,526,-1,0,36,59,yes
unknown,retired,married,primary,no,no,no,cellular,13,aug,2,455,-1,0,58,4158,yes
unknown,housemaid,married,primary,no,no,no,telephone,13,aug,4,214,-1,0,49,640,no
unknown,technician,married,tertiary,no,yes,no,cellular,13,aug,2,139,-1,0,38,334,no
unknown,technician,married,tertiary,no,no,no,cellular,13,aug,5,183,-1,0,38,128,no
unknown,blue-collar,married,unknown,no,no,no,cellular,13,aug,2,142,-1,0,57,2449,no
unknown,management,married,tertiary,no,no,no,cellular,13,aug,4,258,-1,0,45,324,no
unknown,management,married,unknown,no,no,no,cellular,13,aug,2,287,-1,0,51,712,no
unknown,management,married,tertiary,no,yes,no,cellular,13,aug,2,185,-1,0,50,109,no
unknown,management,single,tertiary,no,yes,yes,cellular,13,aug,2,458,-1,0,31,170,no
unknown,blue-collar,married,primary,no,no,no,cellular,13,aug,2,211,-1,0,45,6691,no
unknown,technician,married,secondary,no,no,yes,cellular,13,aug,2,73,-1,0,54,2225,no
unknown,technician,single,secondary,no,no,no,cellular,13,aug,2,121,-1,0,34,4367,no
unknown,admin.,married,unknown,no,no,no,cellular,13,aug,2,900,-1,0,56,681,no
unknown,unemployed,married,secondary,no,no,no,cellular,13,aug,2,334,-1,0,47,432,no
unknown,technician,married,secondary,no,no,yes,cellular,13,aug,2,112,-1,0,53,230,no
unknown,retired,married,tertiary,no,no,no,cellular,13,aug,2,88,-1,0,53,7132,no
unknown,blue-collar,married,unknown,no,no,no,cellular,13,aug,2,123,-1,0,55,23,no
unknown,services,married,secondary,no,no,no,cellular,13,aug,4,112,-1,0,56,0,no
unknown,technician,divorced,secondary,no,yes,no,cellular,13,aug,5,106,-1,0,48,145,no
unknown,management,single,tertiary,no,yes,no,cellular,13,aug,2,115,-1,0,33,2302,no
unknown,management,married,tertiary,no,no,no,cellular,13,aug,2,73,-1,0,35,481,no
unknown,admin.,married,unknown,no,no,no,cellular,13,aug,2,71,-1,0,56,1784,no
unknown,blue-collar,married,secondary,no,no,no,cellular,13,aug,4,110,-1,0,54,3002,no
unknown,management,married,tertiary,no,no,no,cellular,13,aug,5,846,-1,0,37,4436,yes
unknown,retired,married,tertiary,no,no,no,cellular,13,aug,2,109,-1,0,58,1669,no
unknown,technician,married,secondary,no,yes,yes,cellular,13,aug,8,221,-1,0,50,1838,no
unknown,technician,married,secondary,no,no,no,cellular,13,aug,4,233,-1,0,49,2765,no
unknown,blue-collar,married,secondary,no,no,yes,cellular,13,aug,2,57,-1,0,58,3148,no
unknown,housemaid,married,unknown,no,no,no,cellular,13,aug,2,96,-1,0,60,2769,no
unknown,management,married,tertiary,no,no,no,cellular,13,aug,2,227,-1,0,48,5887,no
unknown,management,married,tertiary,no,no,no,cellular,13,aug,4,142,-1,0,33,296,no
unknown,management,married,tertiary,yes,no,yes,cellular,13,aug,2,127,-1,0,59,782,no
unknown,management,married,tertiary,no,no,no,cellular,13,aug,2,283,-1,0,32,1337,no
unknown,self-employed,married,secondary,no,no,no,cellular,13,aug,10,104,-1,0,50,36,no
unknown,management,divorced,tertiary,no,no,no,cellular,13,aug,2,91,-1,0,52,95,no
unknown,blue-collar,married,primary,no,no,no,cellular,13,aug,2,170,-1,0,47,48,no
unknown,technician,single,secondary,no,no,no,cellular,13,aug,2,460,-1,0,58,382,no
unknown,technician,divorced,secondary,no,no,no,cellular,13,aug,2,114,-1,0,50,0,no
unknown,technician,single,tertiary,no,yes,no,cellular,13,aug,2,690,-1,0,34,2658,no
unknown,technician,married,secondary,no,yes,no,cellular,13,aug,2,100,-1,0,40,372,no
unknown,technician,married,secondary,no,no,no,cellular,13,aug,2,114,-1,0,51,52,no
unknown,technician,divorced,secondary,no,no,yes,cellular,13,aug,2,183,-1,0,41,1545,no
unknown,technician,married,tertiary,no,no,no,cellular,13,aug,2,80,-1,0,34,8463,no
unknown,technician,single,secondary,no,yes,no,cellular,13,aug,2,144,-1,0,32,136,no
unknown,management,married,tertiary,no,no,no,cellular,13,aug,2,132,-1,0,38,3452,no
unknown,admin.,married,secondary,no,no,no,cellular,13,aug,2,352,-1,0,60,1538,no
unknown,blue-collar,married,primary,no,no,yes,cellular,13,aug,4,269,-1,0,49,67,no
unknown,technician,single,tertiary,no,no,no,cellular,13,aug,2,73,-1,0,34,2521,no
unknown,technician,married,secondary,no,no,yes,cellular,13,aug,2,261,-1,0,55,303,no
unknown,technician,divorced,secondary,no,no,no,cellular,13,aug,4,409,-1,0,40,275,no
unknown,blue-collar,married,primary,no,no,no,cellular,13,aug,2,100,-1,0,49,737,no
unknown,management,divorced,tertiary,no,no,no,cellular,13,aug,2,60,-1,0,51,0,no
unknown,management,single,tertiary,no,no,no,cellular,13,aug,2,94,-1,0,31,363,no
unknown,management,married,tertiary,no,no,no,cellular,13,aug,2,325,-1,0,42,0,no
unknown,unknown,married,secondary,no,no,no,cellular,13,aug,2,88,-1,0,51,0,no
unknown,technician,married,secondary,no,no,no,cellular,13,aug,8,182,-1,0,33,763,no
unknown,retired,married,primary,no,yes,yes,cellular,13,aug,2,201,-1,0,55,0,no
unknown,technician,married,tertiary,no,no,no,cellular,13,aug,2,403,-1,0,42,849,no
unknown,management,single,secondary,no,no,no,cellular,13,aug,5,333,-1,0,36,0,no
unknown,technician,single,secondary,no,yes,no,cellular,13,aug,6,1149,-1,0,37,-242,yes
unknown,management,married,tertiary,no,no,yes,cellular,13,aug,4,130,-1,0,39,-974,no
unknown,technician,single,tertiary,no,yes,no,cellular,13,aug,2,119,-1,0,35,2453,no
unknown,technician,single,secondary,no,no,no,cellular,13,aug,2,289,-1,0,32,493,no
unknown,blue-collar,married,primary,no,no,no,cellular,13,aug,2,286,-1,0,51,97,no
unknown,technician,single,secondary,no,yes,no,cellular,13,aug,2,221,-1,0,43,140,no
unknown,self-employed,married,secondary,no,no,no,cellular,13,aug,2,665,-1,0,50,10052,yes
unknown,management,married,tertiary,no,no,no,cellular,13,aug,2,143,-1,0,50,4,no
unknown,services,married,secondary,no,no,yes,cellular,13,aug,2,81,-1,0,55,-31,no
unknown,retired,married,tertiary,no,no,no,cellular,13,aug,4,641,-1,0,58,0,yes
unknown,blue-collar,married,secondary,no,no,no,cellular,13,aug,2,62,-1,0,48,893,no
unknown,admin.,married,secondary,no,yes,no,cellular,13,aug,2,151,-1,0,47,769,no
unknown,technician,married,secondary,no,no,yes,cellular,13,aug,2,87,-1,0,39,8,no
unknown,technician,single,secondary,no,no,no,cellular,13,aug,2,202,-1,0,31,4,no
unknown,technician,married,secondary,no,no,no,cellular,13,aug,2,270,-1,0,51,805,no
