 sex, workclass, race, education, native-country, marital-status, occupation, relationship, education-num, fnlwgt, capital-gain, capital-loss, hours-per-week,age, income
 Male, Private, White, Bachelors, ?, Never-married, Other-service, Unmarried,13,119164,0,0,40,30, <=50K
 Male, Self-emp-inc, White, Bachelors, United-States, Married-civ-spouse, Craft-repair, Husband,13,92036,0,0,40,40, <=50K
 Male, State-gov, White, Masters, United-States, Never-married, Prof-specialty, Not-in-family,14,77146,0,0,40,36, <=50K
 Male, Self-emp-not-inc, White, Assoc-acdm, United-States, Never-married, Sales, Not-in-family,12,191803,0,0,50,25, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Machine-op-inspct, Husband,9,54932,0,0,40,29, <=50K
 Male, Private, White, Bachelors, United-States, Never-married, Farming-fishing, Own-child,13,251694,0,0,50,29, <=50K
 Female, Private, White, Bachelors, United-States, Never-married, Sales, Not-in-family,13,268145,0,0,40,22, <=50K
 Female, Private, Black, Bachelors, Haiti, Divorced, Prof-specialty, Unmarried,13,104842,0,0,50,56, <=50K
 Male, Local-gov, White, Masters, United-States, Married-civ-spouse, Exec-managerial, Husband,14,227332,0,0,40,60, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Machine-op-inspct, Husband,9,212512,3464,0,50,37, <=50K
 Female, Private, White, 7th-8th, United-States, Divorced, Machine-op-inspct, Not-in-family,4,133436,0,0,40,53, <=50K
 Female, State-gov, White, Some-college, United-States, Never-married, Adm-clerical, Own-child,10,309055,0,0,20,23, <=50K
 Female, Private, White, HS-grad, United-States, Never-married, Priv-house-serv, Other-relative,9,59202,0,0,10,18, <=50K
 Female, Private, White, Some-college, United-States, Divorced, Sales, Not-in-family,10,32709,3325,0,45,36, <=50K
 Male, Self-emp-inc, White, HS-grad, United-States, Married-civ-spouse, Exec-managerial, Husband,9,73559,9386,0,50,67, >50K
 Male, Private, White, HS-grad, United-States, Never-married, Handlers-cleaners, Not-in-family,9,117963,0,0,60,31, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Sales, Husband,13,169121,0,0,48,26, >50K
 Female, Private, Asian-Pac-Islander, 11th, United-States, Never-married, Adm-clerical, Other-relative,7,308889,0,0,20,18, <=50K
 Female, Local-gov, Black, Masters, United-States, Divorced, Prof-specialty, Unmarried,14,144940,0,0,40,45, <=50K
 Male, Private, White, 11th, United-States, Married-civ-spouse, Sales, Husband,7,102041,0,0,40,64, <=50K
 Female, Private, White, HS-grad, United-States, Never-married, Sales, Not-in-family,9,335998,0,0,38,26, <=50K
 Female, Private, White, Some-college, United-States, Divorced, Prof-specialty, Not-in-family,10,29557,0,0,40,53, <=50K
 Male, Private, White, HS-grad, Guatemala, Never-married, Handlers-cleaners, Other-relative,9,210313,0,0,28,27, <=50K
 Male, Private, Amer-Indian-Eskimo, Some-college, United-States, Divorced, Machine-op-inspct, Unmarried,10,190784,0,0,40,32, <=50K
 Female, Self-emp-not-inc, White, HS-grad, United-States, Divorced, Exec-managerial, Unmarried,9,107597,14084,0,30,49, >50K
 Male, Private, White, 10th, United-States, Married-civ-spouse, Craft-repair, Husband,6,97168,0,0,40,59, >50K
 Male, Private, White, Masters, United-States, Married-civ-spouse, Prof-specialty, Husband,14,155930,7688,0,55,44, >50K
 Male, Self-emp-not-inc, White, HS-grad, United-States, Married-civ-spouse, Farming-fishing, Husband,9,181033,0,0,60,61, <=50K
 Female, ?, White, HS-grad, United-States, Divorced, ?, Unmarried,9,344572,0,0,40,41, <=50K
 Female, State-gov, White, HS-grad, United-States, Separated, Adm-clerical, Unmarried,9,170165,0,0,37,46, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Adm-clerical, Not-in-family,9,178835,0,0,40,32, <=50K
 Female, Private, White, HS-grad, United-States, Never-married, Sales, Not-in-family,9,118230,0,0,35,29, <=50K
 Male, Private, White, Masters, United-States, Never-married, Exec-managerial, Not-in-family,14,149640,0,0,40,48, <=50K
 Female, Private, White, Some-college, United-States, Divorced, Exec-managerial, Unmarried,10,30271,0,0,30,32, <=50K
 Female, Private, White, HS-grad, United-States, Never-married, Handlers-cleaners, Own-child,9,154165,0,0,35,21, <=50K
 Male, Self-emp-not-inc, White, Prof-school, United-States, Married-civ-spouse, Prof-specialty, Husband,15,341797,0,0,50,50, >50K
 Male, Local-gov, White, Masters, United-States, Married-civ-spouse, Prof-specialty, Husband,14,145246,0,0,44,44, >50K
 Female, Private, White, HS-grad, United-States, Separated, Adm-clerical, Other-relative,9,280093,0,0,40,51, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,373469,0,0,40,42, >50K
 Female, Private, White, Bachelors, United-States, Never-married, Protective-serv, Own-child,13,199172,0,0,40,27, <=50K
 Male, Self-emp-not-inc, White, HS-grad, United-States, Married-civ-spouse, Exec-managerial, Husband,9,177199,0,0,3,70, <=50K
 Female, Private, White, HS-grad, United-States, Divorced, Exec-managerial, Not-in-family,9,258932,0,0,40,33, <=50K
 Male, Self-emp-not-inc, White, HS-grad, United-States, Married-civ-spouse, Farming-fishing, Husband,9,139960,10605,0,60,65, >50K
 Male, Private, White, Masters, ?, Never-married, Adm-clerical, Not-in-family,14,258037,0,0,40,39, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,116677,0,0,40,32, <=50K
 Female, Private, White, Some-college, United-States, Divorced, Prof-specialty, Unmarried,10,59496,0,0,40,30, <=50K
 Male, Self-emp-inc, White, Some-college, United-States, Married-civ-spouse, Exec-managerial, Husband,10,34218,0,0,40,43, <=50K
 Male, Private, White, 9th, United-States, Never-married, Other-service, Own-child,5,200246,0,0,40,31, <=50K
 Female, Federal-gov, Black, Bachelors, United-States, Divorced, Adm-clerical, Not-in-family,13,316246,0,0,40,64, <=50K
 Male, Local-gov, Other, Some-college, United-States, Separated, Protective-serv, Own-child,10,239161,0,0,52,37, <=50K
 Male, Self-emp-not-inc, White, HS-grad, United-States, Divorced, Sales, Not-in-family,9,173411,0,0,40,49, <=50K
 Male, Private, White, 11th, United-States, Never-married, Machine-op-inspct, Own-child,7,259226,0,0,48,29, <=50K
 Male, Local-gov, White, HS-grad, United-States, Divorced, Exec-managerial, Not-in-family,9,195516,0,0,40,35, <=50K
 Male, Private, White, Assoc-acdm, United-States, Married-civ-spouse, Prof-specialty, Husband,12,200598,0,1740,45,37, <=50K
 Male, State-gov, White, Masters, United-States, Married-civ-spouse, Prof-specialty, Husband,14,160369,0,0,50,42, >50K
 Male, ?, White, Some-college, United-States, Never-married, ?, Own-child,10,415913,0,0,40,21, <=50K
 Male, Private, White, Assoc-acdm, United-States, Never-married, Sales, Not-in-family,12,147253,0,0,40,23, <=50K
 Female, Local-gov, Black, HS-grad, United-States, Never-married, Other-service, Unmarried,9,199674,0,0,40,35, <=50K
 Male, State-gov, White, Assoc-voc, United-States, Married-civ-spouse, Protective-serv, Husband,11,198493,0,0,40,29, >50K
 Female, Private, White, Some-college, United-States, Never-married, Other-service, Unmarried,10,377121,0,0,25,23, <=50K
 Female, Private, White, Some-college, ?, Never-married, Other-service, Not-in-family,10,400635,0,0,20,21, <=50K
 Male, Private, White, Bachelors, United-States, Never-married, Prof-specialty, Not-in-family,13,513660,0,0,40,45, <=50K
 Male, ?, White, Bachelors, United-States, Never-married, ?, Not-in-family,13,175069,0,0,50,24, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Handlers-cleaners, Not-in-family,9,82552,594,0,50,38, <=50K
 Female, ?, White, 10th, United-States, Never-married, ?, Own-child,6,78388,0,0,38,28, <=50K
 Female, Private, White, HS-grad, United-States, Never-married, Sales, Unmarried,9,171705,0,0,48,23, <=50K
 Male, Self-emp-not-inc, Asian-Pac-Islander, Bachelors, Iran, Never-married, Sales, Own-child,13,315640,0,0,60,39, <=50K
 Male, Private, White, Masters, United-States, Married-civ-spouse, Exec-managerial, Husband,14,266860,15024,0,50,45, >50K
 Female, Private, White, Assoc-acdm, United-States, Divorced, Exec-managerial, Not-in-family,12,192829,0,0,43,68, <=50K
 Male, Federal-gov, White, Assoc-voc, United-States, Divorced, Prof-specialty, Unmarried,11,237317,4934,0,40,60, >50K
 Female, State-gov, White, Doctorate, ?, Married-civ-spouse, Prof-specialty, Wife,16,110426,7688,0,40,38, >50K
 Male, Private, Black, 12th, United-States, Separated, Craft-repair, Not-in-family,8,327606,0,0,40,41, <=50K
 Male, Private, White, HS-grad, United-States, Divorced, Craft-repair, Other-relative,9,34845,0,0,40,48, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Machine-op-inspct, Husband,9,58582,0,0,40,33, <=50K
 Male, Private, White, Assoc-voc, United-States, Married-civ-spouse, Craft-repair, Husband,11,155659,0,0,40,48, <=50K
 Female, Local-gov, White, Some-college, United-States, Never-married, Adm-clerical, Own-child,10,210029,0,0,20,23, <=50K
 Male, Private, White, 9th, United-States, Married-civ-spouse, Craft-repair, Husband,5,381618,0,0,45,26, <=50K
 Male, Self-emp-inc, White, Bachelors, United-States, Married-civ-spouse, Exec-managerial, Husband,13,298449,0,2415,50,55, >50K
 Male, State-gov, White, Masters, United-States, Married-civ-spouse, Prof-specialty, Husband,14,226789,0,0,75,35, <=50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Exec-managerial, Husband,10,210736,3103,0,55,52, >50K
 Female, State-gov, White, HS-grad, United-States, Separated, Adm-clerical, Unmarried,9,111163,0,0,38,46, <=50K
 Male, ?, Asian-Pac-Islander, HS-grad, United-States, Married-civ-spouse, ?, Husband,9,76860,0,0,1,72, <=50K
 Female, Private, White, HS-grad, United-States, Never-married, Other-service, Own-child,9,92112,0,0,30,18, <=50K
 Male, Local-gov, White, HS-grad, United-States, Divorced, Transport-moving, Other-relative,9,136787,0,0,40,62, <=50K
 Female, Private, White, Some-college, United-States, Never-married, Transport-moving, Own-child,10,29810,0,0,30,22, <=50K
 Female, Private, White, Some-college, United-States, Married-civ-spouse, Adm-clerical, Wife,10,360884,7298,0,40,40, >50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Sales, Husband,10,266022,0,0,50,26, <=50K
 Female, Private, Black, Assoc-acdm, United-States, Married-spouse-absent, Sales, Own-child,12,142874,0,0,36,35, <=50K
 Female, Self-emp-not-inc, Asian-Pac-Islander, HS-grad, United-States, Never-married, Sales, Unmarried,9,72338,0,0,40,25, <=50K
 Female, ?, Black, Assoc-voc, United-States, Married-civ-spouse, ?, Wife,11,177305,0,0,35,46, >50K
 Male, Private, White, Bachelors, ?, Married-spouse-absent, Craft-repair, Not-in-family,13,165106,0,1564,50,39, >50K
 Male, Private, Black, Some-college, United-States, Married-civ-spouse, Craft-repair, Husband,10,424478,0,0,45,41, >50K
 Male, Private, White, Bachelors, Italy, Married-civ-spouse, Handlers-cleaners, Husband,13,189721,0,0,40,59, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,34180,0,0,40,37, <=50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Craft-repair, Husband,10,183279,0,0,43,38, <=50K
 Male, Private, Asian-Pac-Islander, Bachelors, ?, Never-married, Exec-managerial, Not-in-family,13,35309,0,0,40,33, <=50K
 Female, Private, White, Assoc-acdm, Puerto-Rico, Married-civ-spouse, Other-service, Wife,12,259109,0,0,40,23, <=50K
 Male, Self-emp-not-inc, White, Masters, United-States, Widowed, Prof-specialty, Not-in-family,14,148690,18481,0,2,67, >50K
 Female, Private, White, Bachelors, United-States, Divorced, Prof-specialty, Not-in-family,13,125019,8614,0,48,60, >50K
 Male, Self-emp-inc, White, Bachelors, United-States, Married-civ-spouse, Prof-specialty, Husband,13,172538,0,0,50,39, >50K
 Male, Self-emp-not-inc, White, HS-grad, United-States, Married-civ-spouse, Transport-moving, Husband,9,410615,0,1887,60,32, >50K
 Female, Private, White, Bachelors, United-States, Never-married, Prof-specialty, Not-in-family,13,322547,0,0,45,26, <=50K
 Female, Private, White, HS-grad, United-States, Divorced, Tech-support, Unmarried,9,300760,0,0,50,39, <=50K
 Female, Private, White, Some-college, United-States, Never-married, Adm-clerical, Not-in-family,10,232782,0,0,40,28, <=50K
 Female, Private, White, 11th, United-States, Divorced, Craft-repair, Unmarried,7,174645,0,0,52,29, <=50K
 Male, Private, White, Assoc-voc, United-States, Married-civ-spouse, Craft-repair, Husband,11,164693,0,0,50,43, <=50K
 Male, Private, White, Some-college, United-States, Never-married, Tech-support, Own-child,10,206861,0,0,25,23, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Sales, Husband,13,195602,0,1977,45,32, >50K
 Female, Self-emp-not-inc, White, Some-college, United-States, Married-civ-spouse, Prof-specialty, Wife,10,422960,0,0,60,33, >50K
 Female, Private, Black, HS-grad, United-States, Divorced, Other-service, Not-in-family,9,116360,0,0,35,45, <=50K
 Male, Private, White, HS-grad, United-States, Divorced, Craft-repair, Unmarried,9,278530,0,0,40,48, <=50K
 Male, Local-gov, White, Prof-school, United-States, Married-civ-spouse, Prof-specialty, Husband,15,188291,15024,0,45,43, >50K
 Male, Self-emp-not-inc, White, HS-grad, United-States, Married-civ-spouse, Transport-moving, Husband,9,163948,0,0,40,50, >50K
 Male, Private, White, Bachelors, United-States, Never-married, Tech-support, Not-in-family,13,64544,0,0,40,63, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,101468,3103,0,40,55, >50K
 Female, Private, White, Bachelors, United-States, Never-married, Exec-managerial, Own-child,13,107882,0,0,35,22, <=50K
 Male, Self-emp-not-inc, White, HS-grad, United-States, Never-married, Other-service, Unmarried,9,182691,0,0,60,32, <=50K
 Male, Private, White, Assoc-acdm, United-States, Married-civ-spouse, Exec-managerial, Husband,12,203776,0,0,55,27, <=50K
 Female, Private, White, Bachelors, United-States, Never-married, Sales, Own-child,13,201268,0,0,15,22, <=50K
 Male, Private, White, HS-grad, United-States, Divorced, Transport-moving, Not-in-family,9,29762,0,0,68,44, <=50K
 Female, Private, White, HS-grad, United-States, Separated, Other-service, Not-in-family,9,186346,0,0,40,34, <=50K
 Female, Private, White, HS-grad, United-States, Never-married, Machine-op-inspct, Not-in-family,9,196690,0,0,40,28, <=50K
 Female, Private, White, Masters, United-States, Married-civ-spouse, Prof-specialty, Wife,14,99604,15024,0,24,40, >50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Transport-moving, Husband,10,194772,0,0,55,45, <=50K
 Male, Private, White, 10th, United-States, Never-married, Other-service, Own-child,6,95446,0,0,15,17, <=50K
 Male, Self-emp-not-inc, White, 12th, United-States, Married-civ-spouse, Craft-repair, Husband,8,257126,0,0,45,53, <=50K
 Male, Private, White, Assoc-acdm, United-States, Married-civ-spouse, Craft-repair, Husband,12,194733,0,0,40,58, >50K
 Male, Self-emp-not-inc, White, HS-grad, United-States, Never-married, Craft-repair, Own-child,9,98361,0,0,35,55, <=50K
 Male, Local-gov, White, Assoc-voc, United-States, Never-married, Craft-repair, Not-in-family,11,124924,0,0,44,44, <=50K
 Male, Self-emp-not-inc, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,111971,0,0,30,40, <=50K
 Male, Self-emp-not-inc, White, Masters, United-States, Married-civ-spouse, Exec-managerial, Husband,14,130714,0,0,50,58, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,208358,0,0,40,38, >50K
 Female, Private, Black, 9th, United-States, Never-married, Priv-house-serv, Not-in-family,5,147627,1055,0,22,62, <=50K
 Male, Private, White, Assoc-voc, United-States, Married-civ-spouse, Craft-repair, Husband,11,149507,3464,0,38,31, <=50K
 Male, Private, White, 11th, Mexico, Married-civ-spouse, Craft-repair, Husband,7,164870,0,0,40,31, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Exec-managerial, Not-in-family,9,236861,0,1876,45,30, <=50K
 Female, Private, White, HS-grad, Mexico, Divorced, Adm-clerical, Unmarried,9,220314,0,0,40,37, <=50K
 Male, Local-gov, White, HS-grad, Canada, Never-married, Craft-repair, Not-in-family,9,329980,0,1876,40,38, <=50K
 Male, Local-gov, White, 12th, United-States, Married-civ-spouse, Farming-fishing, Husband,8,318537,0,0,40,58, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Exec-managerial, Husband,13,183284,0,0,50,30, >50K
 Female, Private, White, Assoc-voc, United-States, Never-married, Prof-specialty, Not-in-family,11,334368,4650,0,40,28, <=50K
 Female, Private, White, Some-college, United-States, Divorced, Exec-managerial, Unmarried,10,109227,0,0,70,46, <=50K
 Female, Private, White, Bachelors, United-States, Never-married, Tech-support, Not-in-family,13,118551,0,0,40,34, <=50K
 Male, Self-emp-inc, White, Some-college, United-States, Divorced, Craft-repair, Not-in-family,10,163057,0,0,99,39, <=50K
 Female, Self-emp-inc, White, Some-college, United-States, Widowed, Sales, Not-in-family,10,253101,0,0,20,61, <=50K
 Female, Self-emp-not-inc, White, Assoc-voc, United-States, Divorced, Machine-op-inspct, Not-in-family,11,20098,0,0,40,30, <=50K
 Female, Private, White, HS-grad, United-States, Separated, Other-service, Not-in-family,9,196227,0,0,40,31, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Adm-clerical, Own-child,9,175374,0,0,40,21, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Machine-op-inspct, Husband,9,234037,0,0,58,50, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Adm-clerical, Not-in-family,9,341762,0,0,33,47, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Handlers-cleaners, Own-child,9,174714,0,0,40,20, <=50K
 Female, Private, White, Bachelors, United-States, Never-married, Other-service, Own-child,13,222835,0,0,30,23, <=50K
 Female, Private, White, 1st-4th, Mexico, Separated, Other-service, Not-in-family,2,251786,0,0,40,46, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Handlers-cleaners, Own-child,9,164219,0,0,45,20, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Sales, Husband,13,251120,7688,0,50,33, >50K
 Female, Private, White, Some-college, United-States, Never-married, Adm-clerical, Unmarried,10,236993,0,0,30,30, <=50K
 Female, Local-gov, White, Some-college, United-States, Divorced, Protective-serv, Unmarried,10,105896,0,0,40,43, <=50K
 Male, Private, White, Some-college, United-States, Never-married, Handlers-cleaners, Own-child,10,211527,0,0,60,23, <=50K
 Male, Private, White, Bachelors, ?, Married-civ-spouse, Exec-managerial, Husband,13,317809,0,0,50,34, >50K
 Male, Private, White, Some-college, United-States, Never-married, Adm-clerical, Not-in-family,10,185287,0,0,40,25, <=50K
 Female, Private, White, HS-grad, United-States, Married-civ-spouse, Prof-specialty, Wife,9,31014,0,0,40,50, >50K
 Female, Private, White, Masters, United-States, Married-civ-spouse, Exec-managerial, Wife,14,151985,0,0,24,44, >50K
 Female, Private, White, Some-college, United-States, Divorced, Prof-specialty, Not-in-family,10,89389,0,0,40,26, <=50K
 Female, Private, White, Doctorate, United-States, Never-married, Prof-specialty, Not-in-family,16,406051,0,0,80,35, >50K
 Male, Self-emp-not-inc, White, HS-grad, United-States, Divorced, Prof-specialty, Not-in-family,9,171986,0,0,15,48, <=50K
 Male, Private, Black, HS-grad, United-States, Never-married, Machine-op-inspct, Not-in-family,9,167848,0,0,40,26, <=50K
 Female, Local-gov, White, Masters, United-States, Divorced, Prof-specialty, Unmarried,14,213019,0,0,40,41, <=50K
 Male, Private, White, Bachelors, United-States, Never-married, Other-service, Own-child,13,211424,0,0,40,25, <=50K
 Female, Private, White, Assoc-voc, United-States, Never-married, Prof-specialty, Unmarried,11,168981,0,0,55,33, <=50K
 Female, Private, White, Bachelors, United-States, Married-civ-spouse, Exec-managerial, Wife,13,122348,0,0,40,24, <=50K
 Female, Private, White, Bachelors, United-States, Married-spouse-absent, Adm-clerical, Not-in-family,13,139753,0,0,40,31, <=50K
 Female, Local-gov, White, Assoc-acdm, United-States, Never-married, Prof-specialty, Own-child,12,176178,0,0,2,24, <=50K
 Female, Private, White, 9th, Columbia, Never-married, Priv-house-serv, Unmarried,5,145220,0,0,40,41, <=50K
 Male, Local-gov, White, Some-college, United-States, Married-civ-spouse, Craft-repair, Husband,10,188612,0,0,45,38, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Craft-repair, Not-in-family,9,445728,0,0,40,19, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Adm-clerical, Own-child,9,318002,0,0,40,19, <=50K
 Male, Private, White, HS-grad, United-States, Never-married, Other-service, Not-in-family,9,235722,0,0,40,24, <=50K
 Male, ?, White, Bachelors, United-States, Married-civ-spouse, ?, Husband,13,367984,0,0,40,59, <=50K
 Male, Private, White, Masters, United-States, Married-spouse-absent, Exec-managerial, Not-in-family,14,212705,0,0,55,67, >50K
 Male, Private, Black, 10th, United-States, Divorced, Machine-op-inspct, Not-in-family,6,411273,0,0,40,49, <=50K
 Male, Private, White, Assoc-voc, United-States, Married-civ-spouse, Tech-support, Husband,11,103986,0,0,40,35, >50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Exec-managerial, Husband,10,203761,0,0,45,44, >50K
 Male, ?, White, Some-college, United-States, Married-civ-spouse, ?, Husband,10,266792,99999,0,40,58, >50K
 Male, Private, White, Assoc-acdm, United-States, Never-married, Protective-serv, Own-child,12,116800,0,0,60,22, <=50K
 Male, State-gov, White, Some-college, United-States, Never-married, Exec-managerial, Own-child,10,99199,0,0,10,21, <=50K
 Male, Private, White, Some-college, United-States, Married-civ-spouse, Handlers-cleaners, Husband,10,162327,0,0,50,50, <=50K
 Male, Local-gov, White, Assoc-acdm, United-States, Married-civ-spouse, Prof-specialty, Husband,12,100479,0,0,48,44, <=50K
 Male, Local-gov, Amer-Indian-Eskimo, Some-college, United-States, Married-civ-spouse, Adm-clerical, Husband,10,32587,0,0,40,36, <=50K
 Male, Federal-gov, White, Some-college, Cuba, Married-civ-spouse, Adm-clerical, Husband,10,321990,7298,0,48,30, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Sales, Husband,9,108914,0,0,40,52, >50K
 Male, Self-emp-not-inc, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,61343,0,0,90,35, <=50K
 Male, Local-gov, White, Assoc-voc, United-States, Never-married, Protective-serv, Unmarried,11,81154,0,0,48,48, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Sales, Husband,9,162945,0,2377,40,23, <=50K
 Male, Private, White, Masters, United-States, Never-married, Sales, Not-in-family,14,225504,0,0,50,37, <=50K
 Male, Self-emp-inc, White, Masters, United-States, Married-civ-spouse, Prof-specialty, Husband,14,191712,0,2415,55,44, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Transport-moving, Husband,9,176063,0,0,50,44, >50K
 Male, Private, White, Bachelors, United-States, Divorced, Prof-specialty, Not-in-family,13,198587,0,0,40,36, <=50K
 Male, State-gov, White, Some-college, United-States, Married-civ-spouse, Exec-managerial, Husband,10,34965,0,0,12,26, <=50K
 Male, Self-emp-inc, White, Bachelors, United-States, Never-married, Prof-specialty, Not-in-family,13,467108,0,0,45,31, >50K
 Male, ?, Black, HS-grad, England, Never-married, ?, Own-child,9,263899,0,0,12,23, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,204984,0,0,50,29, <=50K
 Female, Private, Black, HS-grad, United-States, Widowed, Craft-repair, Unmarried,9,217568,0,0,40,53, <=50K
 Male, Private, White, Assoc-voc, United-States, Married-civ-spouse, Exec-managerial, Husband,11,48343,0,0,40,52, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Handlers-cleaners, Husband,9,193130,0,1887,40,55, >50K
 Male, Private, White, 10th, United-States, Married-civ-spouse, Sales, Husband,6,253354,0,0,40,31, <=50K
 Female, ?, White, HS-grad, United-States, Never-married, ?, Not-in-family,9,258026,0,0,16,19, <=50K
 Female, ?, White, HS-grad, United-States, Widowed, ?, Not-in-family,9,211360,0,0,30,64, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Sales, Husband,9,191367,0,0,40,55, <=50K
 Male, Private, White, Masters, United-States, Married-civ-spouse, Prof-specialty, Husband,14,148995,0,0,55,48, >50K
 Female, Private, White, HS-grad, United-States, Never-married, Craft-repair, Own-child,9,123901,0,0,40,20, <=50K
 Female, Local-gov, White, HS-grad, United-States, Married-civ-spouse, Adm-clerical, Wife,9,117496,7298,0,30,50, >50K
 Male, Self-emp-inc, White, Bachelors, United-States, Married-civ-spouse, Exec-managerial, Husband,13,32356,0,0,51,45, <=50K
 Male, Private, White, 10th, El-Salvador, Never-married, Handlers-cleaners, Other-relative,6,206506,0,0,10,17, <=50K
 Female, Private, White, HS-grad, United-States, Divorced, Other-service, Not-in-family,9,218729,0,0,25,38, <=50K
 Female, Private, White, HS-grad, United-States, Divorced, Exec-managerial, Unmarried,9,52498,0,0,40,43, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,136767,0,0,30,22, <=50K
 Female, Private, White, HS-grad, United-States, Divorced, Craft-repair, Not-in-family,9,219540,0,0,40,63, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Exec-managerial, Husband,13,114059,0,0,45,36, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Prof-specialty, Husband,13,247337,0,0,50,56, >50K
 Male, State-gov, Black, Prof-school, United-States, Married-civ-spouse, Prof-specialty, Husband,15,310969,0,0,40,43, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Tech-support, Husband,13,171546,0,0,45,41, >50K
 Female, Private, White, HS-grad, United-States, Divorced, Adm-clerical, Unmarried,9,217455,0,0,40,41, <=50K
 Male, Private, White, Bachelors, United-States, Divorced, Prof-specialty, Not-in-family,13,410489,0,0,45,36, <=50K
 Male, Private, White, Doctorate, United-States, Married-civ-spouse, Prof-specialty, Husband,16,146391,0,0,50,59, >50K
 Male, Local-gov, White, Assoc-acdm, United-States, Married-civ-spouse, Exec-managerial, Husband,12,165484,0,0,44,46, >50K
 Female, Private, White, Bachelors, United-States, Never-married, Prof-specialty, Not-in-family,13,184271,0,0,36,23, <=50K
 Male, Self-emp-not-inc, White, Some-college, United-States, Separated, Prof-specialty, Not-in-family,10,231347,0,0,20,46, <=50K
 Male, Private, White, Bachelors, United-States, Married-civ-spouse, Adm-clerical, Husband,13,95469,0,1902,40,53, >50K
 Male, Private, Amer-Indian-Eskimo, HS-grad, Puerto-Rico, Never-married, Machine-op-inspct, Unmarried,9,244025,0,0,56,47, <=50K
 Female, Federal-gov, White, Masters, United-States, Never-married, Prof-specialty, Not-in-family,14,46537,0,0,40,46, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Craft-repair, Husband,9,205730,0,0,56,47, >50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Machine-op-inspct, Husband,9,383745,0,1887,30,29, >50K
 Female, Private, White, Assoc-voc, United-States, Divorced, Exec-managerial, Unmarried,11,328199,0,0,40,32, <=50K
 Male, Private, White, HS-grad, United-States, Married-civ-spouse, Machine-op-inspct, Husband,9,84553,0,0,40,90, <=50K
 Male, Private, White, Bachelors, ?, Married-civ-spouse, Craft-repair, Husband,13,221072,0,0,49,63, <=50K
 Male, Private, Asian-Pac-Islander, Assoc-voc, United-States, Never-married, Prof-specialty, Own-child,11,123983,0,0,40,23, <=50K
 Male, ?, White, Bachelors, United-States, Married-civ-spouse, ?, Husband,13,191024,0,0,30,76, <=50K
 Female, Private, White, Assoc-voc, United-States, Never-married, Adm-clerical, Not-in-family,11,167868,0,0,40,23, <=50K
 Female, Private, Other, Some-college, Mexico, Married-civ-spouse, Adm-clerical, Wife,10,225879,0,0,30,44, >50K
